"CODE,C,6","ORP,C,1","ORPTYPE,C,1","SEX,C,1","SITE,C,1","PROCGR,N,1,0","PROCLEV,N,2,0","PCPART,N,1,0","EXTLEV,N,1,0","EXTTYPE,C,1","MMDC,C,2","OMDCS,C,20","MOSPROC,N,1,0","MOSDC,C,4","MOSHIERAR,C,2","JSSITE,C,1","DESC,C,26","DRGUSE,L","MAYUN,L"
0769,Y,E,B,-,5,60,0,0,,10,01,0,,,,Total exc pituitary NOS,จริง,
0771,Y,E,B,-,5,60,0,0,,10,,0,,,,Pituitary fossa explorat,จริง,
0772,Y,E,B,-,5,60,0,2,>,10,01,0,,,,Pituitary gland incision,จริง,
0779,Y,E,B,-,5,58,0,0,,10,,0,,,,Pituitary operation NEC,จริง,
0780,Y,E,B,C,4,48,0,0,,04,01,0,,,,Thymectomy NOS,จริง,
0781,Y,E,B,C,4,49,0,0,,04,01,0,,,,Oth part excision thymus,จริง,
0782,Y,E,B,C,5,50,0,0,,04,"01,17",0,,,,Oth totl excision thymus,จริง,
0783,Y,E,B,C,5,53,0,0,,04,01,0,,,,Thorac part excisn thymus,จริง,
0784,Y,E,B,C,5,53,0,0,,04,01,0,,,,Thorac total exc thymus,จริง,
0791,Y,E,B,C,5,50,0,0,,04,,0,,,,Thymus field exploration,จริง,
0792,Y,E,B,C,5,50,0,0,,--,,0,,,,Other incision of thymus,จริง,
0793,Y,E,B,C,5,50,0,0,,04,,0,,,,Repair of thymus,จริง,
0794,Y,E,B,C,5,50,0,0,,--,,0,,,,Thymus transplantation,จริง,
0795,Y,E,B,C,5,50,0,0,,04,,0,,,,Thorac incision thymus,จริง,
0798,Y,E,B,C,5,50,0,0,,04,,0,,,,Oth thorac op thymus NOS,จริง,
0799,Y,E,B,C,5,50,0,0,,16,,0,,,,Other thymus ops NOS,จริง,
0801,P,U,B,-,0,0,0,0,,--,,0,,,,Incision of lid margin,เท็จ,
0802,P,U,B,-,0,0,0,0,,--,,0,,,,Blepharorrhaphy severing,เท็จ,
0809,P,U,B,-,0,0,0,0,,--,,0,,,,Other eyelid incision,เท็จ,
0811,Y,N,B,-,1,20,0,0,,02,,0,,,,Eyelid biopsy,จริง,
0819,P,U,B,-,0,0,0,0,,--,,0,,,,Eyelid dx procedure NEC,เท็จ,
0820,Y,N,B,-,1,21,0,0,,02,09,0,,,,Remove eyelid lesion NOS,จริง,
0821,Y,N,B,-,1,19,0,0,,02,,0,,,,Chalazion excision,จริง,
0822,Y,N,B,-,1,19,0,0,,02,09,0,,,,Excise minor les lid NEC,จริง,
0823,Y,N,B,-,1,24,0,0,,02,09,0,,,,Exc maj les lid prt-thic,จริง,
0824,Y,N,B,-,2,29,0,0,,02,09,0,,,,Exc maj les lid ful-thic,จริง,
0825,Y,N,B,-,1,17,0,0,,02,09,0,,,,Destruction lid lesion,จริง,
0831,Y,N,B,-,2,30,0,0,,02,,0,,,,Ptosis rep-front mus sut,จริง,
0832,Y,N,B,-,2,30,0,0,,02,,0,,,,Ptosis rep-fron mus slng,จริง,
0833,Y,N,B,-,2,31,0,0,,02,,0,,,,Ptosis rep-levat mus adv,จริง,
0834,Y,N,B,-,2,30,0,0,,02,,0,,,,Ptosis rep-levat mus NEC,จริง,
0835,Y,N,B,-,2,30,0,0,,02,,0,,,,Ptos rep-tarsal techniq,จริง,
0836,Y,N,B,-,2,30,0,0,,02,,0,,,,Blepharoptos repair NEC,จริง,
0837,Y,N,B,-,2,30,0,0,,02,,0,,,,Reduc overcorrect ptosis,จริง,
0838,Y,N,B,-,2,30,0,0,,02,09,0,,,,Correct lid retraction,จริง,
0841,Y,N,B,-,1,24,0,0,,02,,0,,,,Thermocaut/entropion rep,จริง,
0842,Y,N,B,-,1,21,0,0,,02,,0,,,,Suture entropion repair,จริง,
0843,Y,N,B,-,2,25,0,0,,02,,0,,,,Wedg resec entropion rep,จริง,
0844,Y,N,B,-,1,23,0,0,,02,,0,,,,Lid recons entropion rep,จริง,
0849,Y,N,B,-,1,23,0,0,,02,,0,,,,Entropion/ectrop rep NEC,จริง,
0851,Y,N,B,-,2,25,0,0,,02,01,0,,,,Canthotomy,จริง,
0852,Y,N,B,-,2,28,0,0,,02,"01,09",0,,,,Blepharorrhaphy,จริง,
0859,Y,N,B,-,2,30,0,0,,02,"01,09",0,,,,Adjust lid position NEC,จริง,
0861,Y,N,B,J,3,33,0,0,,02,09,0,,,,Lid reconst w skin graft,จริง,
0862,Y,N,B,J,3,33,0,0,,02,09,0,,,,Lid reconst w muc graft,จริง,
0863,Y,N,B,J,3,32,0,0,,02,09,0,,,,Lid reconst w hair graft,จริง,
0864,Y,N,B,J,3,33,0,0,,02,09,0,,,,Lid recon-tarsoconj flap,จริง,
0869,Y,N,B,J,3,34,0,0,,02,09,0,,,,Lid reconstr w graft NEC,จริง,
0870,Y,N,B,-,2,30,0,0,,02,09,0,,,,Lid reconstruction NOS,จริง,
0871,Y,N,B,-,3,33,0,0,,02,09,0,,,,Lid marg recon-part thic,จริง,
0872,Y,N,B,-,3,34,0,0,,02,,0,,,,Lid recons-part thic NEC,จริง,
0873,Y,N,B,-,3,33,0,0,,02,09,0,,,,Lid marg recons ful thic,จริง,
0874,Y,N,B,-,2,30,0,0,,02,09,0,,,,Lid reconst-ful thic NEC,จริง,
0881,Y,N,B,-,1,22,0,0,,02,,0,,,,Lin rep lacer eyelid/brow,จริง,
0882,Y,N,B,-,1,23,0,0,,02,,0,,,,Rep lac inv lid mar par-th,จริง,
0883,Y,N,B,-,3,33,0,0,,02,,0,,,,"Oth rep lid lacer, par-th",จริง,
0884,Y,N,B,-,2,30,0,0,,02,,0,,,,Rep lac inv lid mar ful-th,จริง,
0885,Y,N,B,-,3,34,0,0,,02,,0,,,,"Oth rep lid lacer, ful-th",จริง,
0886,Y,N,B,-,2,30,0,0,,02,,0,,,,Lower eyelid rhytidectomy,จริง,
0887,Y,N,B,-,1,23,0,0,,02,,0,,,,Upper eyelid rhytidectomy,จริง,
0889,Y,N,B,-,2,26,0,0,,02,,0,,,,Other eyelid repair,จริง,
0891,Y,N,B,-,1,22,0,0,,02,,0,,,,Electrosurg lid epilat,จริง,
0892,Y,N,B,-,0,0,0,0,,02,,0,,,,Cryosurg lid epilation,จริง,
0893,Y,N,B,-,0,0,0,0,,02,,0,,,,Eyelid epilation NEC,จริง,
0899,Y,N,B,-,1,22,0,0,,02,09,0,,,,Eyelid operation NEC,จริง,
090,Y,N,B,-,2,25,0,0,,02,,0,,,,Lacrimal gland incision,จริง,
0911,Y,N,B,-,2,29,0,0,,02,,0,,,,Lacrimal gland biopsy,จริง,
0912,Y,N,B,-,2,30,0,0,,02,,0,,,,Lacrimal sac biopsy,จริง,
0919,Y,N,B,-,1,20,0,0,,02,,0,,,,Lacrimal sys dx proc NEC,จริง,
0920,Y,N,B,-,2,30,0,0,,02,,0,,,,Exc lacrimal gland NOS,จริง,
0921,Y,N,B,-,3,32,0,0,,02,,0,,,,Excis les lacrimal gland,จริง,
0922,Y,N,B,-,2,30,0,0,,02,,0,,,,Part dacryoadenect NEC,จริง,
0923,Y,N,B,-,2,30,0,0,,02,,0,,,,Total dacryoadenectomy,จริง,
093,Y,N,B,-,2,30,0,0,,02,,0,,,,Other lacrimal gland ops,จริง,
0941,Y,N,B,-,1,23,0,0,,02,,0,,,,Lacrimal punctum probe,จริง,
0942,Y,N,B,-,1,23,0,0,,02,,0,,,,Lac canaliculi probe,จริง,
0943,Y,N,B,-,1,24,0,0,,02,,0,,,,Nasolacrimal duct probe,จริง,
0944,Y,N,B,-,2,29,0,0,,02,03,0,,,,Nasolac duct intubat,จริง,
0949,Y,N,B,-,1,22,0,0,,02,,0,,,,Lac passage manip NEC,จริง,
0951,Y,N,B,-,1,20,0,0,,02,,0,,,,Lac punctum incision,จริง,
0952,Y,N,B,-,2,28,0,0,,02,,0,,,,Lac canaliculi incision,จริง,
0953,Y,N,B,-,1,24,0,0,,02,,0,,,,Lacrimal sac incision,จริง,
0959,Y,N,B,-,1,23,0,0,,02,,0,,,,Lacrim passage incis NEC,จริง,
096,Y,N,B,-,2,26,0,0,,02,,0,,,,Lacrim sac/passage excis,จริง,
0971,Y,N,B,-,2,25,0,0,,02,,0,,,,Correct everted punctum,จริง,
0972,Y,N,B,-,2,31,0,0,,02,,0,,,,Punctum repair NEC,จริง,
0973,Y,N,B,-,2,30,0,0,,02,,0,,,,Canaliculus repair,จริง,
0981,Y,N,B,-,3,32,0,0,,02,03,0,,,,Dacryocystorhinostomy,จริง,
0982,Y,N,B,-,3,33,0,0,,02,,0,,,,Conjunctivocystorhinost,จริง,
0983,Y,N,B,-,3,34,0,0,,02,,0,,,,Conjunctivorhinos w tube,จริง,
0991,Y,N,B,-,2,25,0,0,,02,,0,,,,Lac punctum obliteration,จริง,
0999,Y,N,B,-,1,21,0,0,,02,03,0,,,,Lacrimal system op NEC,จริง,
100,Y,N,B,-,1,21,0,0,,02,,0,,,,Incise/remov conjunct FB,จริง,
101,Y,N,B,-,2,25,0,0,,02,,0,,,,Conjunctiva incision NEC,จริง,
1021,Y,N,B,-,1,19,0,0,,02,,0,,,,Conjunctival biopsy,จริง,
1029,Y,N,B,-,1,23,0,0,,02,,0,,,,Conjunctiva dx proc NEC,จริง,
1031,Y,N,B,-,1,21,0,0,,02,,0,,,,Excise conjunctiv lesion,จริง,
1032,Y,N,B,-,1,19,0,0,,02,,0,,,,Destruct conjunc les NEC,จริง,
1033,Y,N,B,-,1,21,0,0,,02,,0,,,,Oth conjunc destruc proc,จริง,
1041,Y,N,B,-,2,28,0,0,,02,,0,,,,Symbleph rep w free grft,จริง,
1042,Y,N,B,-,2,31,0,0,,02,,0,,,,Graft conjunc cul-de-sac,จริง,
1043,Y,N,B,-,2,27,0,0,,02,,0,,,,Conjun cul-de-sac rx NEC,จริง,
1044,Y,N,B,-,1,24,0,0,,02,,0,,,,Conjunc free graft NEC,จริง,
1049,Y,N,B,-,1,20,0,0,,02,,0,,,,Conjunctivoplasty NEC,จริง,
105,Y,N,B,-,2,26,0,0,,02,,0,,,,Conjunc/lid adhesiolysis,จริง,
106,Y,N,B,-,1,19,0,0,,02,,0,,,,Repair conjunct lacerat,จริง,
1091,N,U,B,-,0,0,0,0,,--,,0,,,,Subconjunctival inject,จริง,
1099,Y,N,B,-,1,22,0,0,,02,,0,,,,Conjunctival op NEC,จริง,
110,Y,N,B,-,1,21,0,0,,02,,0,,,,Magnet removal cornea FB,จริง,
111,Y,N,B,-,1,22,0,0,,02,,0,,,,Corneal incision,จริง,
1121,N,U,B,-,0,0,0,0,,02,,0,,,,Corneal scrape for smear,จริง,
1122,Y,N,B,-,3,35,0,0,,02,,0,,,,Corneal biopsy,จริง,
1129,Y,N,B,-,0,0,0,0,,02,,0,,,,Corneal dx proc NEC,จริง,
1131,Y,N,B,-,1,16,0,0,,02,,0,,,,Pterygium transposition,จริง,
1132,Y,N,B,-,1,18,0,0,,02,,0,,,,Pteryg exc w cornea grft,จริง,
1139,Y,N,B,-,1,16,0,0,,02,,0,,,,Pterygium excision NEC,จริง,
1141,Y,N,B,-,2,27,0,0,,02,,0,,,,Mech remov cornea epith,จริง,
1142,Y,N,B,-,1,20,0,0,,02,,0,,,,Thermocaut cornea lesion,จริง,
1143,Y,N,B,-,1,22,0,0,,02,,0,,,,Cryotherap cornea lesion,จริง,
1149,Y,N,B,-,2,28,0,0,,02,,0,,,,Destruct cornea les NEC,จริง,
1151,Y,N,B,J,3,33,0,0,,02,,0,,,,Suture cornea laceration,จริง,
1152,Y,N,B,-,1,24,0,0,,02,21,0,,,,Rep cornea postop dehisc,จริง,
1153,Y,N,B,J,3,32,0,0,,02,,0,,,,Rx cornea lac w conj flp,จริง,
1159,Y,N,B,-,3,34,0,0,,02,,0,,,,Corneal repair NEC,จริง,
1160,Y,N,B,-,4,41,0,0,,02,,0,,,,Corneal transplant NOS,จริง,
1161,Y,N,B,-,3,39,0,0,,02,,0,,,,Lam keratplast w autgrft,จริง,
1162,Y,N,B,-,3,37,0,0,,02,,0,,,,Lamellar keratoplast NEC,จริง,
1163,Y,N,B,-,3,38,0,0,,02,21,0,,,,Perf keratopl w autogrft,จริง,
1164,Y,N,B,-,4,41,0,0,,02,21,0,,,,Perforat keratoplast NEC,จริง,
1169,Y,N,B,-,4,41,0,0,,02,21,0,,,,Corneal transplant NEC,จริง,
1171,Y,N,B,-,3,33,0,0,,02,,0,,,,Keratomileusis,จริง,
1172,Y,N,B,-,2,30,0,0,,02,,0,,,,Keratophakia,จริง,
1173,Y,N,B,-,4,45,0,0,,02,,0,,,,Keratoprosthesis,จริง,
1174,Y,N,B,-,2,30,0,0,,02,,0,,,,Thermokeratoplasty,จริง,
1175,Y,N,B,-,3,34,0,0,,02,,0,,,,Radial keratotomy,จริง,
1176,Y,N,B,-,2,30,0,0,,02,,0,,,,Epikeratophakia,จริง,
1179,Y,N,B,-,3,32,0,0,,02,,0,,,,Cornea reconstruct NEC,จริง,
1191,Y,N,B,-,2,25,0,0,,02,21,0,,,,Corneal tattooing,จริง,
1192,Y,N,B,-,2,28,0,0,,02,21,0,,,,Remove corneal implant,จริง,
1199,Y,N,B,-,1,24,0,0,,02,,0,,,,Corneal operation NEC,จริง,
1200,Y,N,B,-,3,32,0,0,,02,,0,,,,Remov ant segmnt FB NOS,จริง,
1201,Y,N,B,-,3,33,0,0,,02,,0,,,,Magnet remov ant seg FB,จริง,
1202,Y,N,B,-,2,31,0,0,,02,,0,,,,Nonmag remov ant seg FB,จริง,
1211,Y,N,B,-,2,26,0,0,,02,,0,,,,Iridotomy w transfixion,จริง,
1212,Y,N,B,-,1,21,0,0,,02,,0,,,,Iridotomy NEC,จริง,
1213,Y,N,B,-,2,29,0,0,,02,,0,,,,Prolapsed iris excision,จริง,
1214,Y,N,B,-,1,23,0,0,,02,,0,,,,Iridectomy NEC,จริง,
1221,Y,N,B,-,2,26,0,0,,02,,0,,,,Dx aspirat-ant chamber,จริง,
1222,Y,N,B,-,2,25,0,0,,02,,0,,,,Iris biopsy,จริง,
1229,Y,N,B,-,2,25,0,0,,02,,0,,,,Ant segment dx proc NEC,จริง,
1231,Y,N,B,-,3,33,0,0,,02,,0,,,,Goniosynechiae lysis,จริง,
1232,Y,N,B,-,3,33,0,0,,02,,0,,,,Ant synechia lysis NEC,จริง,
1233,Y,N,B,-,2,30,0,0,,02,,0,,,,Post synechiae lysis,จริง,
1234,Y,N,B,-,2,25,0,0,,02,,0,,,,Corneovitreal adhesiolys,จริง,
1235,Y,N,B,-,3,34,0,0,,02,,0,,,,Coreoplasty,จริง,
1239,Y,N,B,-,2,28,0,0,,02,,0,,,,Iridoplasty NEC,จริง,
1240,Y,N,B,-,2,29,0,0,,02,,0,,,,Remov ant segmnt les NOS,จริง,
1241,Y,N,B,-,2,27,0,0,,02,,0,,,,Nonexc destruc iris les,จริง,
1242,Y,N,B,-,3,32,0,0,,02,,0,,,,Excision of iris lesion,จริง,
1243,Y,N,B,-,2,25,0,0,,02,,0,,,,Nonexc destr cil bod les,จริง,
1244,Y,N,B,-,2,25,0,0,,02,,0,,,,Excise ciliary body les,จริง,
1251,Y,N,B,-,3,35,0,0,,02,,0,,,,Goniopuncture,จริง,
1252,Y,N,B,-,3,38,0,0,,02,,0,,,,Goniotomy,จริง,
1253,Y,N,B,-,3,35,0,0,,02,,0,,,,Goniotomy w goniopunctur,จริง,
1254,Y,N,B,-,2,31,0,0,,02,,0,,,,Trabeculotomy ab externo,จริง,
1255,Y,N,B,-,2,30,0,0,,02,21,0,,,,Cyclodialysis,จริง,
1259,Y,N,B,-,2,30,0,0,,02,,0,,,,Facilit intraoc circ NEC,จริง,
1261,Y,N,B,-,2,30,0,0,,02,,0,,,,Trephin sclera w iridect,จริง,
1262,Y,N,B,-,2,30,0,0,,02,,0,,,,Thermcaut scler w iridec,จริง,
1263,Y,N,B,-,2,30,0,0,,02,,0,,,,Iridencleisis/iridotasis,จริง,
1264,Y,N,B,-,2,30,0,0,,02,,0,,,,Trabeculectomy ab externo,จริง,
1265,Y,N,B,-,2,30,0,0,,02,,0,,,,Scler fistuliz w iridect,จริง,
1266,Y,N,B,-,2,30,0,0,,02,,0,,,,Postop revis scl fistul,จริง,
1267,Y,N,B,-,4,41,0,0,,02,,,,,,Ins aqueous drain dev,จริง,
1269,Y,N,B,-,4,41,0,0,,02,,0,,,,Scler fistulizing op NEC,จริง,
1271,Y,N,B,-,2,25,0,0,,02,,0,,,,Cyclodiathermy,จริง,
1272,Y,N,B,-,1,22,0,0,,02,,0,,,,Cyclocryotherapy,จริง,
1273,Y,N,B,-,2,31,0,0,,02,,0,,,,Cyclophotocoagulation,จริง,
1274,Y,N,B,-,2,30,0,0,,02,,0,,,,Cil body diminution NOS,จริง,
1279,Y,N,B,-,2,31,0,0,,02,,0,,,,Glaucoma procedure NEC,จริง,
1281,Y,N,B,J,3,34,0,0,,02,,0,,,,Suture scleral lacer,จริง,
1282,Y,N,B,J,2,31,0,0,,02,,0,,,,Scleral fistula repair,จริง,
1283,Y,N,B,-,1,22,0,0,,02,21,0,,,,Revis ant seg op wnd NEC,จริง,
1284,Y,N,B,-,2,31,0,0,,02,,0,,,,Destruct scleral lesion,จริง,
1285,Y,N,B,-,3,37,0,0,,02,,0,,,,Repair staphylom w graft,จริง,
1286,Y,N,B,-,3,35,0,0,,02,,0,,,,Rep scler staphyloma NEC,จริง,
1287,Y,N,B,-,3,34,0,0,,02,,0,,,,Graft reinforce sclera,จริง,
1288,Y,N,B,-,2,30,0,0,,02,,0,,,,Sclera reinforcement NEC,จริง,
1289,Y,N,B,-,3,35,0,0,,02,,0,,,,Scleral operation NEC,จริง,
1291,Y,N,B,-,2,29,0,0,,02,,0,,,,Therapeut evac ant chamb,จริง,
1292,Y,N,B,-,2,27,0,0,,02,,0,,,,Anterior chamber inject,จริง,
1293,Y,N,B,-,2,25,0,0,,02,,0,,,,Remov epithel downgrowth,จริง,
1297,Y,N,B,-,2,25,0,0,,02,,0,,,,Iris operation NEC,จริง,
1298,Y,N,B,-,2,25,0,0,,02,,0,,,,Ciliary body op NEC,จริง,
1299,Y,N,B,-,1,24,0,0,,02,,0,,,,Anterior chamber op NEC,จริง,
1300,Y,N,B,-,2,28,0,0,,02,,0,,,,Remove FB lens NOS,จริง,
1301,Y,N,B,-,2,28,0,0,,02,,0,,,,Magnet remove FB lens,จริง,
1302,Y,N,B,-,3,32,0,0,,02,,0,,,,Nonmagnet remove FB lens,จริง,
1311,Y,N,B,-,2,25,1,2,>,02,,0,,,,Temp-inf intrcap lens ex,จริง,
1319,Y,N,B,-,2,27,2,2,>,02,,0,,,,Intracapsul lens ext NEC,จริง,
132,Y,N,B,-,2,30,3,2,>,02,,0,,,,Linear extracap lens ext,จริง,
133,Y,N,B,-,3,32,3,2,>,02,,0,,,,Simpl aspir lens extract,จริง,
1341,Y,N,B,-,3,32,3,2,>,02,,0,,,,Catarac phacoemuls/aspir,จริง,
1342,Y,N,B,-,3,35,3,2,>,02,,0,,,,Post catarac frag/aspir,จริง,
1343,Y,N,B,-,3,32,3,2,>,02,,0,,,,Cataract frag/aspir NEC,จริง,
1351,Y,N,B,-,3,37,2,2,>,02,,0,,,,Temp-inf xtracap lens ex,จริง,
1359,Y,N,B,-,3,33,0,2,>,02,,0,,,,Extracap lens extrac NEC,จริง,
1364,Y,N,B,-,2,25,2,2,>,02,,0,,,,After-catar discission,จริง,
1365,Y,N,B,-,2,30,0,2,>,02,,0,,,,After-cataract excision,จริง,
1366,Y,N,B,-,2,25,0,2,>,02,,0,,,,After catar fragmntation,จริง,
1369,Y,N,B,-,2,30,0,2,>,02,,0,,,,Cataract extraction NEC,จริง,
1370,Y,N,B,-,2,30,0,2,>,02,,0,,,,Insert pseudophakos NOS,จริง,
1371,Y,N,B,-,2,31,0,0,,02,,0,,,,Insert lens at catar ext,จริง,
1372,Y,N,B,-,2,31,2,2,>,02,21,0,,,,Secondary insert lens,จริง,
138,Y,N,B,-,3,35,2,2,>,02,,0,,,,Implanted lens removal,จริง,
1390,Y,,B,-,2,25,0,0,,02,21,0,,,,Operation on lens NEC,จริง,
1391,Y,,B,-,3,35,0,0,,02,,0,,,,Impl intraoc telesc pros,จริง,
1400,Y,N,B,J,2,30,0,0,,02,,0,,,,Remov post segmnt FB NOS,จริง,
1401,Y,N,B,J,2,30,0,0,,02,,0,,,,Magnet remov post seg FB,จริง,
1402,Y,N,B,J,3,33,0,0,,02,,0,,,,Nonmag remov post seg FB,จริง,
1411,Y,N,B,-,2,28,0,0,,02,,0,,,,Diagnost vitreous aspir,จริง,
1419,Y,N,B,-,2,30,0,0,,02,,0,,,,Dx proc post seg NEC,จริง,
1421,Y,N,B,-,2,27,0,0,,02,,0,,,,Chorioret les diathermy,จริง,
1422,Y,N,B,-,2,27,0,0,,02,,0,,,,Chorioretin les cryother,จริง,
1423,Y,N,B,-,1,20,0,0,,02,,0,,,,Chorioret les xenon coag,จริง,
1424,Y,N,B,-,1,22,0,0,,02,,0,,,,Chorioret les laser coag,จริง,
1425,Y,N,B,-,1,21,0,0,,02,,0,,,,Chorioret les p/coag NOS,จริง,
1426,Y,N,B,-,2,25,0,0,,02,,0,,,,Chorioret les radiother,จริง,
1427,Y,N,B,-,2,25,0,0,,02,,0,,,,Chorioret les rad implan,จริง,
1429,Y,N,B,-,2,28,0,0,,02,,0,,,,Chorioret les destr NEC,จริง,
1431,Y,N,B,-,2,31,0,0,,02,,0,,,,Retinal tear diathermy,จริง,
1432,Y,N,B,-,3,33,0,0,,02,,0,,,,Retinal tear cryotherapy,จริง,
1433,Y,N,B,-,2,30,0,0,,02,,0,,,,Retinal tear xenon coag,จริง,
1434,Y,N,B,-,2,30,0,0,,02,,0,,,,Retinal tear laser coag,จริง,
1435,Y,N,B,-,2,30,0,0,,02,,0,,,,Retina tear photocoa NOS,จริง,
1439,Y,N,B,-,2,30,0,0,,02,,0,,,,Retinal tear repair NEC,จริง,
1441,Y,N,B,-,3,34,0,0,,02,,0,,,,Scleral buckle w implant,จริง,
1449,Y,N,B,-,3,35,0,0,,02,,0,,,,Scleral buckling NEC,จริง,
1451,Y,N,B,-,2,31,0,0,,02,,0,,,,Detach retina-diathermy,จริง,
1452,Y,N,B,-,2,30,0,0,,02,,0,,,,Detach retina-cryotherap,จริง,
1453,Y,N,B,-,2,30,0,0,,02,,0,,,,Detach retina xenon coag,จริง,
1454,Y,N,B,-,2,31,0,0,,02,,0,,,,Detach retina laser coag,จริง,
1455,Y,N,B,-,2,30,0,0,,02,,0,,,,Detach ret photocoag NOS,จริง,
1459,Y,N,B,-,2,30,0,0,,02,,0,,,,Repair retina detach NEC,จริง,
146,Y,N,B,-,2,29,0,0,,02,,0,,,,Remov pros mat post seg,จริง,
1471,Y,N,B,-,3,34,0,0,,02,,0,,,,Anterior remov vitreous,จริง,
1472,Y,N,B,-,1,16,0,0,,02,,0,,,,Vitreous removal NEC,จริง,
1473,Y,N,B,-,3,34,0,0,,02,,0,,,,Anterior mechan vitrect,จริง,
1474,Y,N,B,-,3,38,0,0,,02,21,0,,,,Mech vitrectomy NEC,จริง,
1475,Y,N,B,-,2,25,0,0,,02,,0,,,,Vitreous substitut injec,จริง,
1479,Y,N,B,-,2,27,0,0,,02,,0,,,,Vitreous operation NEC,จริง,
1481,Y,N,B,-,3,34,0,0,,02,,,,,,Impl epiretinal vis prosth,จริง,
1482,Y,N,B,-,2,29,0,0,,02,,,,,,Rem epiretinal vis prosth,จริง,
1483,Y,N,B,-,3,34,0,0,,02,,,,,,Rev/rep epiretin vis pros,จริง,
149,Y,N,B,-,3,34,0,0,,02,,0,,,,Other post segment ops,จริง,
1501,Y,N,B,-,2,25,0,0,,02,,0,,,,Extraoc musc-tend biopsy,จริง,
1509,Y,N,B,-,2,25,0,0,,02,,0,,,,Extraoc musc dx proc NEC,จริง,
1511,Y,N,B,-,2,30,0,0,,02,,0,,,,One extraoc mus recess,จริง,
1512,Y,N,B,-,2,30,0,0,,02,,0,,,,1 extraoc muscl advance,จริง,
1513,Y,N,B,-,2,30,0,0,,02,,0,,,,1 extraoc muscl resect,จริง,
1519,Y,N,B,-,2,30,0,0,,02,,0,,,,Xtraoc mus op/detach NEC,จริง,
1521,Y,N,B,-,2,30,0,0,,02,,0,,,,Lengthen 1 extraoc musc,จริง,
1522,Y,N,B,-,2,31,0,0,,02,,0,,,,Shorten 1 extraoc musc,จริง,
1529,Y,N,B,-,2,30,0,0,,02,,0,,,,Op on 1 extraoc musc NEC,จริง,
153,Y,N,B,-,3,33,0,0,,02,,0,,,,Temp detach >1 xtroc mus,จริง,
154,Y,N,B,-,2,31,0,0,,02,,0,,,,Oth op on >1 extraoc mus,จริง,
155,Y,N,B,-,3,33,0,0,,02,,0,,,,Extraocul mus transposit,จริง,
156,Y,N,B,-,3,32,0,0,,02,,0,,,,Revis extraoc musc surg,จริง,
157,Y,N,B,B,2,30,0,0,,02,,0,,,,Extraoc musc inj repair,จริง,
159,Y,N,B,-,3,32,0,0,,02,,0,,,,Oth extraoc mus-tend op,จริง,
1601,Y,N,B,-,3,34,0,0,,02,,0,,,,Orbitotomy w bone flap,จริง,
1602,Y,N,B,-,3,38,0,0,,02,,0,,,,Orbitotomy w implant,จริง,
1609,Y,N,B,-,4,40,0,0,,02,,0,,,,Orbitotomy NEC,จริง,
161,Y,N,B,-,2,29,0,0,,02,,0,,,,Remove penetrat FB eye,จริง,
1621,P,U,B,-,0,0,0,0,,--,,0,,,,Ophthalmoscopy,เท็จ,
1622,Y,N,B,-,2,25,0,0,,02,,0,,,,Diagnostic asp of orbit,จริง,
1623,Y,N,B,-,2,31,0,0,,02,,0,,,,Eyeball & orbit biopsy,จริง,
1629,Y,N,B,-,2,29,0,0,,02,,0,,,,Eyebal/orbit dx proc NEC,จริง,
1631,Y,N,B,J,3,33,0,0,,02,,0,,,,Eye evisc w synch implan,จริง,
1639,Y,N,B,J,3,33,0,0,,02,,0,,,,Eyeball evisceration NEC,จริง,
1641,Y,N,B,J,3,35,0,0,,02,,0,,,,Eye enuc/implan/musc att,จริง,
1642,Y,N,B,J,3,38,0,0,,02,,0,,,,Eye enuc w implant NEC,จริง,
1649,Y,N,B,J,3,36,0,0,,02,,0,,,,Eyeball enucleation NEC,จริง,
1651,Y,N,B,-,4,45,0,0,,02,08,0,,,,Radical orbitomaxillect,จริง,
1652,Y,N,B,-,4,48,0,0,,02,03,0,,,,Orbit exent w bone remov,จริง,
1659,Y,N,B,-,4,44,0,0,,02,08,0,,,,Orbital exenteration NEC,จริง,
1661,Y,N,B,-,2,30,0,0,,02,,0,,,,2ndry ocular imp insert,จริง,
1662,Y,N,B,-,2,30,0,0,,02,,0,,,,Revis/reinsert ocul imp,จริง,
1663,Y,N,B,-,3,34,0,0,,02,21,0,,,,Revis enuc socket w grft,จริง,
1664,Y,N,B,-,2,30,0,0,,02,21,0,,,,Enuc socket revis NEC,จริง,
1665,Y,N,B,-,2,30,0,0,,02,,0,,,,2ndry exent cavity graft,จริง,
1666,Y,N,B,-,2,30,0,0,,02,,0,,,,Revis exenter cavity NEC,จริง,
1669,Y,N,B,-,2,28,0,0,,02,,0,,,,2nd op post eye rem NEC,จริง,
1671,Y,N,B,-,1,20,0,0,,02,,0,,,,Remove ocular implant,จริง,
1672,Y,N,B,-,3,35,0,0,,02,21,0,,,,Remove orbital implant,จริง,
1681,Y,N,B,-,2,31,0,0,,02,21,0,,,,Repair of orbital wound,จริง,
1682,Y,N,B,J,3,37,0,0,,02,,0,,,,Repair eyeball rupture,จริง,
1689,Y,N,B,J,3,35,0,0,,02,,0,,,,Eye/orbit inj repair NEC,จริง,
1691,P,U,B,-,0,0,0,0,,--,,0,,,,Retrobulbar injection,เท็จ,
