"CODE,C,6","ORP,C,1","ORPTYPE,C,1","SEX,C,1","SITE,C,1","PROCGR,N,1,0","PROCLEV,N,2,0","PCPART,N,1,0","EXTLEV,N,1,0","EXTTYPE,C,1","MMDC,C,2","OMDCS,C,20","MOSPROC,N,1,0","MOSDC,C,4","MOSHIERAR,C,2","JSSITE,C,1","DESC,C,26","DRGUSE,L","MAYUN,L"
6094,Y,P,M,D,3,33,0,0,,12,21,0,,,,Control prostate hemorr,จริง,
6095,Y,P,M,-,2,30,0,0,,12,11,0,,,,Trans bal dil pros ureth,จริง,
6096,Y,P,M,-,3,35,0,0,,12,,0,,,,Tu destr prostate by mt,จริง,
6097,Y,P,M,-,3,35,0,0,,12,,0,,,,Oth tu destr pros - rt,จริง,
6099,Y,P,M,-,2,30,0,0,,12,,0,,,,Prostatic operation NEC,จริง,
610,N,U,M,-,0,0,0,0,,--,,0,,,,Scrotum & tunica I&D,จริง,
6111,P,U,M,-,0,0,0,0,,--,,0,,,,Scrotum & tunica biopsy,จริง,
6119,P,U,M,-,0,0,0,0,,--,,0,,,,Scrot/tunica dx proc NEC,เท็จ,
612,Y,N,M,-,2,25,0,0,,12,,0,,,,Excision of hydrocele,จริง,
613,Y,N,M,-,2,28,0,0,,12,,0,,,,Scrotal les destruction,จริง,
6141,P,U,M,-,0,0,0,0,,--,,0,,,,Suture scrotal lacerat,เท็จ,
6142,Y,E,M,-,2,25,0,0,,12,,0,,,,Scrotal fistula repair,จริง,
6149,Y,E,M,-,2,30,0,0,,12,21,0,,,,Scrotum/tunic repair NEC,จริง,
6191,P,U,M,-,0,0,0,0,,--,,0,,,,Percut tunica aspiration,เท็จ,
6192,Y,E,M,-,2,26,0,0,,12,,0,,,,Excision tunica les NEC,จริง,
6199,Y,E,M,-,2,30,0,0,,12,21,0,,,,Scrotum & tunica op NEC,จริง,
620,Y,E,M,-,2,28,0,0,,12,21,0,,,,Incision of testes,จริง,
6211,P,U,M,-,0,0,0,0,,--,,0,,,,Closed testicular biopsy,จริง,
6212,Y,E,M,-,1,20,0,0,,12,,0,,,,Open testicular biopsy,จริง,
6219,Y,E,M,-,1,20,0,0,,12,,0,,,,Testes dx procedure NEC,จริง,
622,Y,E,M,-,2,28,0,0,,12,,0,,,,Testicular les destruct,จริง,
623,Y,E,B,D,2,31,0,0,,12,21,0,,,,Unilateral orchiectomy,จริง,
6241,Y,E,B,D,3,33,0,0,,12,,0,,,,Remove both testes,จริง,
6242,Y,E,B,D,2,29,0,0,,12,,0,,,,Remove solitary testis,จริง,
625,Y,E,M,-,2,30,0,0,,12,,0,,,,Orchiopexy,จริง,
6261,Y,E,M,-,2,25,0,0,,12,21,0,,,,Suture testicular lacer,จริง,
6269,Y,E,M,-,2,30,0,0,,12,21,0,,,,Testicular repair NEC,จริง,
627,Y,E,M,-,1,20,0,0,,12,,0,,,,Insert testicular prosth,จริง,
6291,P,U,M,-,0,0,0,0,,--,,0,,,,Aspiration of testes,เท็จ,
6292,P,U,M,-,0,0,0,0,,--,,0,,,,Injection into testes,เท็จ,
6299,Y,E,M,-,2,25,0,0,,12,,0,,,,Testicular operation NEC,จริง,
6301,P,U,M,-,0,0,0,0,,--,,0,,,,Spermatic cord/vas biops,จริง,
6309,Y,N,M,-,2,25,0,0,,12,,0,,,,Spermat cord/vas dx NEC,จริง,
631,Y,N,M,-,2,26,0,0,,12,,0,,,,Exc spermatic varicocele,จริง,
632,Y,N,M,-,2,28,0,0,,12,,0,,,,Excise epididymis cyst,จริง,
633,Y,N,M,-,2,29,0,0,,12,,0,,,,Excise cord/epid les NEC,จริง,
634,Y,E,M,-,2,29,0,0,,12,,0,,,,Epididymectomy,จริง,
6351,Y,E,M,-,2,25,0,0,,12,,0,,,,Suture cord & epid lacer,จริง,
6352,P,U,M,-,0,0,0,0,,--,,0,,,,Reduction torsion testes,เท็จ,
6353,Y,E,M,-,2,25,0,0,,--,,0,,,,Transplant spermat cord,จริง,
6359,Y,E,M,-,2,25,0,0,,12,,0,,,,Cord & epidid repair NEC,จริง,
636,P,U,M,-,0,0,0,0,,--,,0,,,,Vasotomy,เท็จ,
6370,P,U,M,-,0,0,0,0,,--,,0,,,,Male sterilization NOS,เท็จ,
6371,P,U,M,-,2,25,0,0,,--,,0,,,,Ligation of vas deferens,จริง,
6372,P,U,M,-,2,30,0,0,,--,,0,,,,Spermatic cord ligation,จริง,
6373,P,U,M,-,1,22,0,0,,--,,0,,,,Vasectomy,จริง,
6381,Y,E,M,-,2,30,0,0,,12,,0,,,,Suture vas & epidid lac,จริง,
6382,Y,E,M,-,2,31,0,0,,12,,0,,,,Postop vas reconstruct,จริง,
6383,Y,E,M,-,3,35,0,0,,12,,0,,,,Epididymovasostomy,จริง,
6384,,,M,-,0,0,0,0,,--,,0,,,,Removal vas ligature,เท็จ,
6385,Y,E,M,-,2,25,0,0,,12,,0,,,,Remov vas deferens valve,จริง,
6389,Y,E,M,-,2,30,0,0,,12,,0,,,,Vas & epididy repair NEC,จริง,
6391,P,U,M,-,0,0,0,0,,--,,0,,,,Spermatocele aspiration,เท็จ,
6392,Y,E,M,-,2,31,0,0,,12,,0,,,,Epididymotomy,จริง,
6393,Y,E,M,-,2,30,0,0,,12,,0,,,,Spermatic cord incision,จริง,
6394,Y,E,M,-,2,30,0,0,,12,,0,,,,Sperm cord adhesiolysis,จริง,
6395,Y,E,M,-,2,30,0,0,,12,,0,,,,Insert valve in vas def,จริง,
6399,Y,E,M,-,2,25,0,0,,12,,0,,,,Cord/epid/vas ops NEC,จริง,
640,Y,N,M,-,1,23,0,0,,12,11,0,,,,Circumcision,จริง,
6411,Y,N,M,-,2,26,0,0,,12,09,0,,,,Penile biopsy,จริง,
6419,P,U,M,-,0,0,0,0,,--,,0,,,,Penile diagnost proc NEC,เท็จ,
642,Y,N,M,-,2,30,0,0,,12,09,0,,,,Local excis penile les,จริง,
643,Y,E,M,D,3,33,0,0,,12,,0,,,,Amputation of penis,จริง,
6441,Y,E,M,-,2,25,0,0,,12,21,0,,,,Suture penile laceration,จริง,
6442,Y,E,M,-,3,38,0,0,,12,,0,,,,Release of chordee,จริง,
6443,Y,E,M,D,3,32,0,0,,12,,0,,,,Construction of penis,จริง,
6444,Y,E,M,D,3,34,0,0,,12,21,0,,,,Reconstruction of penis,จริง,
6445,Y,E,M,D,5,50,0,0,,12,,0,,,,Replantation of penis,จริง,
6449,Y,N,M,-,3,32,0,0,,12,"09,21",0,,,,Penile repair NEC,จริง,
645,Y,E,M,-,5,55,0,0,,--,,0,,,,Sex transformat op NEC,จริง,
6491,P,U,M,-,0,0,0,0,,--,,0,,,,Dorsal/lat slit prepuce,เท็จ,
6492,Y,N,M,-,2,26,0,0,,12,,0,,,,Incision of penis,จริง,
6493,Y,N,M,-,1,21,0,0,,12,,0,,,,Division of penile adhes,จริง,
6494,P,U,M,-,0,0,0,0,,--,,0,,,,Fit ext penile prosthes,เท็จ,
6495,Y,N,M,-,3,35,0,0,,12,,0,,,,Ins noninfl penis prosth,จริง,
6496,Y,N,M,-,2,25,0,0,,11,,0,,,,Remove int penile prosth,จริง,
6497,Y,N,M,-,2,30,0,0,,12,,0,,,,Ins inflate penis prosth,จริง,
6498,Y,N,M,-,1,24,0,0,,12,,0,,,,Penile operation NEC,จริง,
6499,Y,N,M,-,1,20,0,0,,12,,0,,,,Male genital op NEC,จริง,
6501,Y,E,F,D,4,41,0,0,,13,,0,,,,Laparoscopic oophorotomy,จริง,
6509,Y,E,F,D,3,39,0,0,,13,,0,,,,Other oophorotomy,จริง,
6511,Y,E,F,-,2,31,0,0,,13,,0,,,,Ovarian aspirat biopsy,จริง,
6512,Y,E,F,-,3,35,0,0,,13,,0,,,,Ovarian biopsy NEC,จริง,
6513,Y,E,F,-,3,35,0,0,,13,,0,,,,Lap biopsy of ovary,จริง,
6514,Y,E,F,-,3,39,0,0,,13,,0,,,,Oth lap dx proc ovaries,จริง,
6519,Y,E,F,-,3,34,0,0,,13,,0,,,,Ovarian dx procedure NEC,จริง,
6521,Y,E,F,-,3,36,0,0,,13,,0,,,,Ovarian cyst marsupializ,จริง,
6522,Y,E,F,D,3,37,0,0,,13,,0,,,,Ovarian wedge resection,จริง,
6523,Y,E,F,-,4,42,0,0,,13,,0,,,,Lap marsup ovarian cyst,จริง,
6524,Y,E,F,D,4,43,0,0,,13,,0,,,,Lap wedge resect ovary,จริง,
6525,Y,E,F,D,4,42,0,0,,13,,0,,,,Oth lap loc exc dest ova,จริง,
6529,Y,E,F,D,3,36,0,0,,13,,0,,,,Local destr ova les NEC,จริง,
6531,Y,E,B,D,4,43,0,0,,13,,0,,,,Lap unilat oophorectomy,จริง,
6539,Y,E,B,D,3,37,0,0,,13,,0,,,,Oth unilat oophorectomy,จริง,
6541,Y,E,F,D,4,43,0,0,,13,,0,,,,Lap uni salpingo-oophor,จริง,
6549,Y,E,F,D,3,39,0,0,,13,,0,,,,Oth uni salpingo-oophor,จริง,
6551,Y,E,B,D,4,40,0,0,,13,09,0,,,,Oth remove both ovaries,จริง,
6552,Y,E,B,D,4,40,0,0,,13,,0,,,,Oth remove remain ovary,จริง,
6553,Y,E,B,D,4,43,0,0,,13,09,0,,,,Lap remove both ovaries,จริง,
6554,Y,E,B,D,4,44,0,0,,13,,0,,,,Lap remove remain ovary,จริง,
6561,Y,N,F,D,4,41,0,0,,13,09,0,,,,Oth remove ovaries&tubes,จริง,
6562,Y,E,F,D,4,41,0,0,,13,,0,,,,Oth remove rem ova&tube,จริง,
6563,Y,E,F,D,4,43,0,0,,13,09,0,,,,Lap remove ovaries&tubes,จริง,
6564,Y,E,F,D,4,41,0,0,,13,,0,,,,Lap remove rem ova&tube,จริง,
6571,Y,E,F,D,3,35,0,0,,13,,0,,,,Oth simple suture ovary,จริง,
6572,Y,E,F,D,3,35,0,0,,13,,0,,,,Oth reimplant of ovary,จริง,
6573,Y,E,F,D,3,37,0,0,,13,,0,,,,Oth salpingo-oophoroplas,จริง,
6574,Y,E,F,D,4,40,0,0,,13,,0,,,,Lap simple suture ovary,จริง,
6575,Y,E,F,D,4,40,0,0,,--,,0,,,,Lap reimplant of ovary,จริง,
6576,Y,E,F,D,4,40,0,0,,13,,0,,,,Lap salpingo-oophoroplas,จริง,
6579,Y,E,F,D,3,36,0,0,,13,21,0,,,,Repair of ovary NEC,จริง,
6581,Y,E,F,D,4,42,0,0,,13,,0,,,,Lap adhesiolys ova/tube,จริง,
6589,Y,E,F,D,3,36,0,0,,13,,0,,,,Adhesiolysis ovary/tube,จริง,
6591,Y,E,F,D,3,36,0,0,,13,,0,,,,Aspiration of ovary,จริง,
6592,Y,E,F,D,4,40,0,0,,13,,0,,,,Transplantation of ovary,จริง,
6593,Y,E,F,-,3,33,0,0,,13,,0,,,,Manual rupt ovarian cyst,จริง,
6594,Y,E,F,-,3,35,0,0,,13,,0,,,,Ovarian denervation,จริง,
6595,Y,E,F,D,3,35,0,0,,13,,0,,,,Ovarian torsion release,จริง,
6599,Y,E,F,D,3,37,0,0,,13,,0,,,,Ovarian operation NEC,จริง,
6601,Y,E,F,D,3,35,0,0,,13,,0,,,,Salpingotomy,จริง,
6602,Y,E,F,D,3,36,0,0,,13,,0,,,,Salpingostomy,จริง,
6611,Y,E,F,-,3,35,0,0,,13,,0,,,,Fallopian tube biopsy,จริง,
6619,Y,E,F,-,2,30,0,0,,13,,0,,,,Fallop tube dx proc NEC,จริง,
6621,Y,N,F,-,2,29,0,0,,13,,0,,,,Bilat endosc crush tube,จริง,
6622,Y,N,F,-,2,31,0,0,,13,,0,,,,Bilat endosc divis tube,จริง,
6629,Y,N,F,-,3,32,0,0,,13,,0,,,,Bilat endos occ tube NEC,จริง,
6631,Y,N,F,-,2,26,0,0,,13,,0,,,,Bilat tubal crushing NEC,จริง,
6632,Y,N,F,-,2,25,0,0,,13,,0,,,,Bilat tubal division NEC,จริง,
6639,Y,N,F,-,1,24,0,0,,13,,0,,,,Bilat tubal destruct NEC,จริง,
664,Y,E,F,D,3,35,0,0,,13,,0,,,,Total unilat salpingect,จริง,
6651,Y,E,F,D,3,35,0,0,,13,,0,,,,Remove both fallop tubes,จริง,
6652,Y,E,F,D,3,36,0,0,,13,,0,,,,Remove solitary fal tube,จริง,
6661,Y,E,F,D,3,38,0,0,,13,,0,,,,Destroy fallop tube les,จริง,
6662,Y,E,F,-,3,35,0,0,,13,,0,,,,Remov tube & ectop preg,จริง,
6663,Y,E,F,D,3,37,0,0,,13,,0,,,,Bilat part salpingec NOS,จริง,
6669,Y,E,F,D,3,36,0,0,,13,,0,,,,Partial salpingectom NEC,จริง,
6671,Y,E,F,D,3,37,0,0,,13,,0,,,,Simpl suture fallop tube,จริง,
6672,Y,E,F,D,3,38,0,0,,13,,0,,,,Salpingo-oophorostomy,จริง,
6673,Y,E,F,D,3,38,0,0,,13,,0,,,,Salpingo-salpingostomy,จริง,
6674,Y,E,F,D,3,35,0,0,,13,,0,,,,Salpingo-uterostomy,จริง,
6679,Y,E,F,D,3,38,0,0,,13,,0,,,,Fallop tube repair NEC,จริง,
668,P,U,F,-,0,0,0,0,,--,,0,,,,Fallopian tube insufflat,เท็จ,
6691,P,U,F,-,0,0,0,0,,--,,0,,,,Fallopian tube aspirat,เท็จ,
6692,Y,N,F,D,3,33,0,0,,13,,0,,,,Unilat fallop tube destr,จริง,
6693,Y,E,F,D,3,35,0,0,,13,,0,,,,Impl fallop tube prosth,จริง,
6694,Y,E,F,-,2,25,0,0,,13,,0,,,,Remov fallop tube prosth,จริง,
6695,Y,E,F,-,2,30,0,0,,13,,0,,,,Blow therapeut into tube,จริง,
6696,Y,E,F,-,2,30,0,0,,13,,0,,,,Fallopian tube dilation,จริง,
6697,Y,E,F,D,4,40,0,0,,13,,0,,,,Bury fimbriae in uterus,จริง,
6699,Y,E,F,-,2,25,0,0,,13,,0,,,,Fallopian tube op NEC,จริง,
670,P,U,F,-,0,0,0,0,,--,,0,,,,Cervical canal dilation,เท็จ,
6711,Y,N,F,-,1,21,0,0,,13,,0,,,,Endocervical biopsy,จริง,
6712,Y,N,F,-,1,18,0,0,,13,,0,,,,Cervical biopsy NEC,จริง,
6719,Y,N,F,-,1,22,0,0,,13,,0,,,,Cervical dx procedur NEC,จริง,
672,Y,N,F,-,2,29,0,0,,13,,0,,,,Conization of cervix,จริง,
6731,Y,N,F,-,1,20,0,0,,13,,0,,,,Cervical cyst marsupial,จริง,
6732,Y,N,F,-,1,22,0,0,,13,,0,,,,Cervical les cauterizat,จริง,
6733,Y,N,F,-,0,0,0,0,,13,,0,,,,Cervical les cryotherapy,จริง,
6739,Y,N,F,-,1,19,0,0,,13,,0,,,,Cervical les destruc NEC,จริง,
674,Y,E,F,-,2,30,0,0,,13,,0,,,,Amputation of cervix,จริง,
6751,Y,E,F,-,2,26,0,0,,13,,0,,,,Transab cerclage cervix,จริง,
6759,Y,E,F,-,2,26,0,0,,13,,0,,,,Oth rep int cervical os,จริง,
6761,Y,E,F,-,1,23,0,0,,13,21,0,,,,Suture cervical lacerat,จริง,
6762,Y,E,F,-,2,25,0,0,,--,,0,,,,Cervical fistula repair,จริง,
6769,Y,E,F,-,1,20,0,0,,13,21,0,,,,Cervical repair NEC,จริง,
680,Y,E,F,D,3,35,0,0,,13,,0,,,,Hysterotomy,จริง,
6811,P,U,F,-,0,0,0,0,,--,,0,,,,Digital exam of uterus,เท็จ,
6812,N,U,F,-,0,0,0,0,,13,,0,,,,Hysteroscopy,จริง,
6813,Y,E,F,-,2,29,0,0,,13,,0,,,,Open uterine biopsy,จริง,
6814,Y,E,F,-,3,35,0,0,,13,,0,,,,Open uterine ligament bx,จริง,
6815,Y,N,F,-,2,30,0,0,,13,,0,,,,Clos uterine ligament bx,จริง,
6816,Y,N,F,-,0,0,0,0,,13,,0,,,,Closed uterine biopsy,จริง,
6819,Y,E,F,-,2,31,0,0,,13,,0,,,,Uterus/adnex dx proc NEC,จริง,
6821,Y,E,F,-,3,35,0,0,,13,,0,,,,Endomet synechiae divis,จริง,
6822,Y,E,F,-,4,40,0,0,,13,,0,,,,Incision uterine septum,จริง,
6823,Y,E,F,-,1,24,0,0,,13,,0,,,,Endometrial ablation,จริง,
6824,P,U,B,-,5,53,0,0,,05,"04,11,21",,,,,Uter a emb [UAE] w coils,จริง,
6825,P,U,B,-,5,53,0,0,,05,"04,11,21",,,,,Uter a emb [UAE] wo coils,จริง,
6829,Y,N,F,D,3,36,0,0,,13,,0,,,,Uterine les destruct NEC,จริง,
6831,Y,E,F,D,4,44,0,0,,13,,0,,,,Lap scervic hysterectomy,จริง,
6839,Y,E,F,D,4,40,0,0,,13,,0,,,,Subtotl abd hyst NEC/NOS,จริง,
6841,Y,E,F,-,4,45,0,0,,13,,0,,,,Lap total abdominal hyst,จริง,
6849,Y,E,F,-,3,39,0,0,,13,,0,,,,Total abd hyst NEC/NOS,จริง,
6851,Y,N,F,-,4,44,0,0,,13,,0,,,,Lap ast vag hysterectomy,จริง,
6859,Y,N,F,-,3,38,0,0,,13,,0,,,,Vag hysterectomy NEC/NOS,จริง,
6861,Y,E,F,-,5,53,0,0,,13,,0,,,,Lap radical abdomnl hyst,จริง,
6869,Y,E,F,-,4,48,0,0,,13,,0,,,,Radical abd hyst NEC/NOS,จริง,
6871,Y,E,F,-,5,53,0,0,,13,,0,,,,Lap radical vaginal hyst,จริง,
6879,Y,E,F,-,4,47,0,0,,13,,0,,,,Radical vag hyst NEC/NOS,จริง,
688,Y,E,F,D,6,66,0,0,,13,06,0,,,,Pelvic evisceration,จริง,
689,Y,E,F,D,4,41,0,0,,13,,0,,,,Hysterectomy NEC/NOS,จริง,
6901,Y,L,F,-,1,20,0,0,,--,,0,,,,D & C for preg terminat,จริง,
6902,Y,L,F,-,1,20,0,0,,--,,0,,,,D & C post delivery,จริง,
6909,Y,N,F,-,1,20,0,0,,13,,0,,,,D & C NEC,จริง,
6919,Y,E,F,D,3,35,0,0,,13,,0,,,,Destruc uter support NEC,จริง,
6921,Y,E,F,D,3,35,0,0,,13,,0,,,,Interposit op uterin lig,จริง,
6922,Y,E,F,D,3,38,0,0,,13,,0,,,,Uterine suspension NEC,จริง,
6923,Y,E,F,-,3,35,0,0,,13,,0,,,,Vag repair invers uterus,จริง,
6929,Y,E,F,D,3,35,0,0,,13,,0,,,,Uterus/adnexa repair NEC,จริง,
693,Y,E,F,-,4,40,0,0,,13,,0,,,,Paracerv uterine denerv,จริง,
6941,Y,E,F,D,3,35,0,0,,13,21,0,,,,Suture uterine lacerat,จริง,
6942,Y,E,F,D,3,35,0,0,,13,,0,,,,Closure uterine fistula,จริง,
6949,Y,E,F,D,3,37,0,0,,13,,0,,,,Uterine repair NEC,จริง,
6951,Y,L,F,-,1,17,0,0,,--,,0,,,,Aspirat curet-preg termi,จริง,
6952,Y,L,F,-,1,18,0,0,,--,,0,,,,Aspirat curet-post deliv,จริง,
6959,N,U,F,-,0,0,0,0,,--,,0,,,,Oth asp curettage uterus,จริง,
696,P,U,F,-,0,0,0,0,,--,,0,,,,Menstrual extraction,เท็จ,
697,P,U,F,-,0,0,0,0,,--,,0,,,,Insertion of IUD,เท็จ,
6991,P,U,F,-,0,0,0,0,,--,,0,,,,Insert uterine device,เท็จ,
6992,P,U,F,-,0,0,0,0,,--,,0,,,,Artificial insemination,เท็จ,
6993,P,U,F,-,0,0,0,0,,--,,0,,,,Insertion of laminaria,เท็จ,
6994,P,U,F,-,0,0,0,0,,--,,0,,,,Man replace invert uter,เท็จ,
6995,Y,N,F,-,1,24,0,0,,13,,0,,,,Incision of cervix,จริง,
6996,P,U,F,-,0,0,0,0,,--,,0,,,,Remove cervical cerclage,เท็จ,
6997,Y,E,F,-,2,25,0,0,,--,,0,,,,Remove penetrat cerv FB,จริง,
6998,Y,E,F,D,3,38,0,0,,13,,0,,,,Uterine support op NEC,จริง,
6999,Y,E,F,-,2,25,0,0,,13,,0,,,,Uterine operation NEC,จริง,
700,P,U,F,-,0,0,0,0,,--,,0,,,,Culdocentesis,เท็จ,
7011,P,U,F,-,0,0,0,0,,--,,0,,,,Hymenotomy,เท็จ,
7012,Y,E,F,D,3,37,0,0,,13,,0,,,,Culdotomy,จริง,
7013,Y,E,F,-,2,29,0,0,,13,,0,,,,Intralum vag adhesiolys,จริง,
7014,Y,N,F,-,1,22,0,0,,13,,0,,,,Vaginotomy NEC,จริง,
7021,N,U,F,-,0,0,0,0,,--,,0,,,,Vaginoscopy,จริง,
7022,N,U,F,-,0,0,0,0,,--,,0,,,,Culdoscopy,จริง,
7023,Y,N,F,-,2,30,0,0,,13,,0,,,,Cul-de-sac biopsy,จริง,
7024,Y,N,F,-,1,16,0,0,,13,09,0,,,,Vaginal biopsy,จริง,
7029,Y,N,F,-,0,0,0,0,,13,,0,,,,Vagin/cul-de-sac dx NEC,จริง,
7031,Y,N,F,-,1,24,0,0,,13,,0,,,,Hymenectomy,จริง,
7032,Y,N,F,D,3,35,0,0,,13,,0,,,,Excis cul-de-sac lesion,จริง,
7033,Y,N,F,-,1,22,0,0,,13,09,0,,,,Excision vaginal lesion,จริง,
704,Y,E,F,-,2,27,0,0,,13,,0,,,,Vaginal obliteration,จริง,
7050,Y,E,F,-,3,34,0,0,,11,"06,13",0,,,,Cystocel/rectocel repair,จริง,
7051,Y,E,F,-,3,33,0,0,,11,13,0,,,,Cystocele repair,จริง,
7052,Y,E,F,-,3,32,0,0,,06,13,0,,,,Rectocele repair,จริง,
7053,Y,E,F,-,4,46,0,0,,13,,0,,,,Cysto & recto w grf/pros,จริง,
7054,Y,E,F,-,3,33,0,0,,13,,0,,,,Rep cystocel w grft/pros,จริง,
7055,Y,E,F,-,4,45,0,0,,13,,0,,,,Rep rectocele w grf/pros,จริง,
7061,Y,E,F,D,3,35,0,0,,13,,0,,,,Vaginal construction,จริง,
7062,Y,E,F,D,3,35,0,0,,13,,0,,,,Vaginal reconstruction,จริง,
7063,Y,E,B,D,3,35,0,0,,13,,0,,,,Vaginal const w grf/pros,จริง,
7064,Y,E,F,D,3,35,0,0,,--,,0,,,,Vag reconst w grft/pros,จริง,
7071,Y,E,F,-,1,18,0,0,,13,21,0,,,,Suture vagina laceration,จริง,
7072,Y,E,F,-,2,30,0,0,,06,13,0,,,,Repair colovagin fistula,จริง,
7073,Y,E,F,D,3,33,0,0,,06,13,0,,,,Repair rectovag fistula,จริง,
7074,Y,E,F,-,2,30,0,0,,06,,0,,,,Rep vaginoent fistul NEC,จริง,
7075,Y,E,F,-,2,30,0,0,,13,,0,,,,Repair vag fistula NEC,จริง,
7076,Y,N,F,-,1,20,0,0,,13,,0,,,,Hymenorrhaphy,จริง,
7077,Y,E,F,D,3,38,0,0,,13,,0,,,,Vaginal suspens & fixat,จริง,
7078,Y,E,F,D,3,35,0,0,,13,,0,,,,Vag susp/fix w grft/pros,จริง,
7079,Y,E,B,-,2,31,0,0,,13,21,0,,,,Vaginal repair NEC,จริง,
708,Y,E,F,D,3,35,0,0,,13,,0,,,,Vaginal vault obliterat,จริง,
7091,Y,E,F,-,0,0,0,0,,13,,0,,,,Vaginal operation NEC,จริง,
7092,Y,E,F,-,2,30,0,0,,13,,0,,,,Cul-de-sac operation NEC,จริง,
7093,Y,E,F,-,2,30,0,0,,13,,0,,,,Cul-de-sac grf/pros NEC,จริง,
7094,U,,B,-,0,0,0,0,,--,,0,,,,Insert biological graft,เท็จ,
7095,U,,B,-,0,0,0,0,,--,,0,,,,Insert synth graft/prost,เท็จ,
7101,Y,E,F,-,1,23,0,0,,13,,0,,,,Vulvar adhesiolysis,จริง,
7109,Y,N,F,-,1,19,0,0,,13,09,0,,,,Incis vulva/perineum NEC,จริง,
7111,Y,N,F,-,0,0,0,0,,13,09,0,,,,Vulvar biopsy,จริง,
7119,Y,N,F,-,1,19,0,0,,13,09,0,,,,Vulvar diagnos proc NEC,จริง,
7121,P,U,F,-,0,0,0,0,,--,,0,,,,Percutan bartholin aspir,เท็จ,
7122,Y,N,F,-,0,0,0,0,,13,,0,,,,Incise bartholin's gland,จริง,
7123,Y,N,F,-,0,0,0,0,,13,,0,,,,Bartholin gland marsup,จริง,
7124,Y,N,F,-,1,23,0,0,,13,,0,,,,Destruc bartholin gland,จริง,
7129,Y,N,F,-,0,0,0,0,,13,,0,,,,Bartholin's gland op NEC,จริง,
713,Y,N,F,-,1,21,0,0,,13,09,0,,,,Local vulvar excis NEC,จริง,
714,Y,N,B,-,3,35,0,0,,13,,0,,,,Operations on clitoris,จริง,
715,Y,E,F,D,4,48,0,0,,13,,0,,,,Radical vulvectomy,จริง,
7161,Y,E,F,D,3,32,0,0,,13,,0,,,,Unilateral vulvectomy,จริง,
7162,Y,E,F,D,3,34,0,0,,13,,0,,,,Bilateral vulvectomy,จริง,
7171,Y,N,F,-,1,21,0,0,,13,"09,21",0,,,,Suture vulvar laceration,จริง,
7172,Y,E,F,-,1,20,0,0,,13,,0,,,,Repair vulvar fistula,จริง,
7179,Y,N,F,-,1,21,0,0,,13,21,0,,,,Vulvar/perin repair NEC,จริง,
718,Y,E,F,-,1,17,0,0,,13,,0,,,,Other vulvar operations,จริง,
719,Y,E,F,-,1,20,0,0,,13,,0,,,,Other female genital ops,จริง,
720,N,U,F,-,0,0,0,0,,--,,0,,,,Low forceps operation,จริง,
721,N,U,F,-,0,0,0,0,,--,,0,,,,Low forceps op w episiotom,จริง,
7221,N,U,F,-,0,0,0,0,,--,,0,,,,Mid forceps op w episiotom,จริง,
7229,N,U,F,-,0,0,0,0,,--,,0,,,,Oth mid forceps operation,จริง,
7231,N,U,F,-,0,0,0,0,,--,,0,,,,High forceps op w episioto,จริง,
7239,N,U,F,-,0,0,0,0,,--,,0,,,,Oth high forceps operation,จริง,
724,N,U,F,-,0,0,0,0,,--,,0,,,,Forceps rotatn of fetal hd,จริง,
7251,N,U,F,-,0,0,0,0,,--,,0,,,,Part breech ext w forceps,จริง,
7252,N,U,F,-,0,0,0,0,,--,,0,,,,Oth part breech extraction,จริง,
7253,N,U,F,-,0,0,0,0,,--,,0,,,,Tot breech ext w forceps,จริง,
7254,N,U,F,-,0,0,0,0,,--,,0,,,,Oth tot breech ext w forc,จริง,
726,P,U,F,-,0,0,0,0,,--,,0,,,,Forceps-aftercoming head,เท็จ,
7271,N,U,F,-,0,0,0,0,,--,,0,,,,Vac ext w episiotomy,จริง,
7279,N,U,F,-,0,0,0,0,,--,,0,,,,Other vacuum extraction,จริง,
728,P,U,F,-,0,0,0,0,,--,,0,,,,Instrument delivery NEC,เท็จ,
729,P,U,F,-,0,0,0,0,,--,,0,,,,Instrument delivery NOS,เท็จ,
7301,P,U,F,-,0,0,0,0,,--,,0,,,,Induct labor-rupt memb,เท็จ,
7309,P,U,F,-,0,0,0,0,,--,,0,,,,Artif rupt membranes NEC,เท็จ,
731,P,U,F,-,0,0,0,0,,--,,0,,,,Surg induct labor NEC,เท็จ,
7321,N,U,F,-,0,0,0,0,,--,,0,,,,Int & comb ext vers wo ext,จริง,
7322,N,U,F,-,0,0,0,0,,--,,0,,,,Int & comb ext vers w ext,จริง,
733,N,U,F,-,0,0,0,0,,--,,0,,,,Failed forceps,จริง,
734,P,U,F,-,0,0,0,0,,--,,0,,,,Medical induction labor,เท็จ,
7351,N,U,F,-,0,0,0,0,,--,,0,,,,Manual rotation fetal head,เท็จ,
7359,N,U,F,-,0,0,0,0,,--,,0,,,,Oth manual assist delivery,เท็จ,
736,P,U,F,-,0,0,0,0,,--,,0,,,,Episiotomy,เท็จ,
738,N,U,F,-,0,0,0,0,,--,,0,,,,Op on fetus fac delivery,จริง,
7391,N,U,F,-,0,0,0,0,,--,,0,,,,Ext version-assist deliv,เท็จ,
